Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"ESMRMB 2016, 33rd Annual Scientific Meeting, Vienna, AT, September 29 – October 1: Abstracts, Saturday","Magnetic Resonance Materials in Physics, Biology and Medicine","","29","1","10.1007/s10334-016-0570-3","","2016","http://link.springer.com/article/10.1007/s10334-016-0570-3","Article"
"A journey to highly dynamic, self-adaptive service-based applications","Automated Software Engineering","","15","3 - 4","10.1007/s10515-008-0032-x","Elisabetta Di NittoCarlo GhezziAndreas MetzgerMike PapazoglouKlaus Pohl","2008","http://link.springer.com/article/10.1007/s10515-008-0032-x","Article"
"An experimental investigation of personality types impact on pair effectiveness in pair programming","Empirical Software Engineering","","14","2","10.1007/s10664-008-9093-5","Panagiotis SfetsosIoannis StamelosLefteris AngelisIgnatios Deligiannis","2008","http://link.springer.com/article/10.1007/s10664-008-9093-5","Article"
"R","Communications Standard Dictionary","","","","10.1007/978-1-4615-6672-4_18","Martin H. Weik DSc.","1989","http://link.springer.com/chapter/10.1007/978-1-4615-6672-4_18","Chapter"
"Towards a CMMI-Compliant Goal-Oriented Software Process through Model-Driven Development","The Practice of Enterprise Modeling","","","","10.1007/978-3-642-24849-8_19","Alexandre Marcos Lins de VasconcelosGiovanni GiachettiBeatriz MarínOscar Pastor","2011","http://link.springer.com/chapter/10.1007/978-3-642-24849-8_19","Chapter"
"Designing Collaborative Systems to Support Reactive Problem-Solving in Manufacturing","Information and Collaboration Models of Integration","","","","10.1007/978-94-011-1132-4_8","Anant BalakrishnanRavi KalakotaAndrew B. WhinstonPeng Si Ow","1994","http://link.springer.com/chapter/10.1007/978-94-011-1132-4_8","Chapter"
"Using a Reference Application with Design Patterns to Produce Industrial Software","Product Focused Software Process Improvement","","","","10.1007/978-3-540-24659-6_24","Marek VokáčOluf Jensen","2004","http://link.springer.com/chapter/10.1007/978-3-540-24659-6_24","Chapter"
"S","StarBriefs 2001","","","","10.1007/978-94-011-4351-6_19","André Heck","2001","http://link.springer.com/chapter/10.1007/978-94-011-4351-6_19","Chapter"
"Information infrastructure services for small and medium size manufacturers: The MI2CI project","Information Infrastructure Systems for Manufacturing","","","","10.1007/978-0-387-35063-9_32","J. GoossenaertsC. M. Acebedo","1997","http://link.springer.com/chapter/10.1007/978-0-387-35063-9_32","Chapter"
"Pull control for job shop: holonic manufacturing system approach using multicriteria decision-making","Journal of Intelligent Manufacturing","","23","1","10.1007/s10845-009-0288-4","F. OunnarP. Pujo","2012","http://link.springer.com/article/10.1007/s10845-009-0288-4","Article"
"Author’s Index","European Radiology","","19","1","10.1007/s00330-009-1382-x","","2009","http://link.springer.com/article/10.1007/s00330-009-1382-x","Article"
"Classification and trend analysis of UML books (1997–2009)","Software & Systems Modeling","","11","2","10.1007/s10270-011-0189-9","Vahid Garousi","2012","http://link.springer.com/article/10.1007/s10270-011-0189-9","Article"
"Customer Relationship Management","Distribution Planning and Control","","","","10.1007/978-1-4419-8939-0_9","David Frederick Ross","2004","http://link.springer.com/chapter/10.1007/978-1-4419-8939-0_9","Chapter"
"Views and Experiences of Configuration Management","Design for Configuration","","","","10.1007/978-3-642-56905-0_1","Asko Riitahuhta","2001","http://link.springer.com/chapter/10.1007/978-3-642-56905-0_1","Chapter"
"Models, Systems and Reality: Knowledge Generation and Strategies for Systems Design","Shop Floor Control — A Systems Perspective","","","","10.1007/978-3-642-60313-6_4","Eric Scherer","1998","http://link.springer.com/chapter/10.1007/978-3-642-60313-6_4","Chapter"
"Challenges and Research Directions in Agent-Oriented Software Engineering","Autonomous Agents and Multi-Agent Systems","","9","3","10.1023/B:AGNT.0000038028.66672.1e","Franco ZambonelliAndrea Omicini","2004","http://link.springer.com/article/10.1023/B%3AAGNT.0000038028.66672.1e","Article"
"An approach to the software quality management","Cybernetics and Systems Analysis","","42","5","10.1007/s10559-006-0115-2","E. M. LavrishchevaG. I. KovalT. M. Korotun","2006","http://link.springer.com/article/10.1007/s10559-006-0115-2","Article"
"Exploring the properties of MSC documents by translating them into Petri nets","Cybernetics and Systems Analysis","","45","6","10.1007/s10559-009-9168-3","S. L. KryvyiO. V. ChugayenkoL. E. Matveeva","2009","http://link.springer.com/article/10.1007/s10559-009-9168-3","Article"
"Web-based systems design: a study of contemporary practices and an explanatory framework based on “method-in-action”","Requirements Engineering","","12","4","10.1007/s00766-007-0052-2","Michael LangBrian Fitzgerald","2007","http://link.springer.com/article/10.1007/s00766-007-0052-2","Article"
"Role of Supply Chain Management in Context of Total Quality Management in Flexible Systems: A State-of the-Art Literature Review","Global Journal of Flexible Systems Management","","10","3","10.1007/BF03396562","Fauzia SiddiquiAbid HaleemS. Wadhwa","2009","http://link.springer.com/article/10.1007/BF03396562","Article"
"Inside the adaptive enterprise: an information technology capabilities perspective on business process agility","Information Technology and Management","","9","1","10.1007/s10799-007-0024-8","Paul Patrick Tallon","2008","http://link.springer.com/article/10.1007/s10799-007-0024-8","Article"
"Information Technology and Supply Chain Management","Distribution Planning and Control","","","","10.1007/978-1-4419-8939-0_14","David Frederick Ross","2004","http://link.springer.com/chapter/10.1007/978-1-4419-8939-0_14","Chapter"
"2012 HRS/EHRA/ECAS expert consensus statement on catheter and surgical ablation of atrial fibrillation: recommendations for patient selection, procedural techniques, patient management and follow-up, definitions, endpoints, and research trial design","Journal of Interventional Cardiac Electrophysiology","","33","2","10.1007/s10840-012-9672-7","Hugh CalkinsKarl Heinz KuckRiccardo CappatoJosep BrugadaA. John CammShih-Ann ChenHarry J. G. CrijnsRalph J. Damiano Jr.D. Wyn DaviesJohn DiMarcoJames EdgertonKenneth EllenbogenMichael D. EzekowitzDavid E. HainesMichel HaissaguerreGerhard Hindricks","2012","http://link.springer.com/article/10.1007/s10840-012-9672-7","Article"
"Design of activities in shop floor management: A holistic approach to organisation at operational business levels in BPR projects","Re-engineering the Enterprise","","","","10.1007/978-0-387-34876-6_25","Eric SchererMartina Zölch","1995","http://link.springer.com/chapter/10.1007/978-0-387-34876-6_25","Chapter"
"Empirical evidence in global software engineering: a systematic review","Empirical Software Engineering","","15","1","10.1007/s10664-009-9123-y","Darja ŠmiteClaes WohlinTony GorschekRobert Feldt","2010","http://link.springer.com/article/10.1007/s10664-009-9123-y","Article"
"Social debt in software engineering: insights from industry","Journal of Internet Services and Applications","","6","1","10.1186/s13174-015-0024-6","Damian A TamburriPhilippe KruchtenPatricia LagoHans van Vliet","2015","http://link.springer.com/article/10.1186/s13174-015-0024-6","Article"
"Philips experiences in global distributed software development","Empirical Software Engineering","","12","6","10.1007/s10664-007-9047-3","Rob KommerenPäivi Parviainen","2007","http://link.springer.com/article/10.1007/s10664-007-9047-3","Article"
"P","StarBriefs Plus","","","","10.1007/978-0-306-48603-6_16","André Heck","2004","http://link.springer.com/chapter/10.1007/978-0-306-48603-6_16","Chapter"
"Research Joint Ventures: Conceptual Foundations Practical Implications","Cooperation in Research and Development","","","","10.1007/978-1-4615-5511-7_2","Nicholas S. Vonortas","1997","http://link.springer.com/chapter/10.1007/978-1-4615-5511-7_2","Chapter"
"Do Systematic Literature Reviews Outperform Informal Literature Reviews in the Software Engineering Domain? An Initial Case Study","Arabian Journal for Science and Engineering","","40","3","10.1007/s13369-015-1586-0","Mahmood Niazi","2015","http://link.springer.com/article/10.1007/s13369-015-1586-0","Article"
"The CMS high level trigger","The European Physical Journal C - Particles and Fields","","46","3","10.1140/epjc/s2006-02495-8","","2006","http://link.springer.com/article/10.1140/epjc/s2006-02495-8","Article"
"18th annual conference of the international society for computer aided surgery","International Journal of Computer Assisted Radiology and Surgery","","9","1","10.1007/s11548-014-1049-1","","2014","http://link.springer.com/article/10.1007/s11548-014-1049-1","Article"
"Workshop videos for requirements communication","Requirements Engineering","","21","4","10.1007/s00766-015-0231-5","Samuel A. FrickerKurt SchneiderFarnaz FotrousiChristoph Thuemmler","2016","http://link.springer.com/article/10.1007/s00766-015-0231-5","Article"
"Services Discovery as a Mean to Enhance Software Resources Sharing in Collaborative Networks","Adaptation and Value Creating Collaborative Networks","","","","10.1007/978-3-642-23330-2_43","Alexandre Perin-SouzaRicardo J. Rabelo","2011","http://link.springer.com/chapter/10.1007/978-3-642-23330-2_43","Chapter"
"F","Communications Standard Dictionary","","","","10.1007/978-1-4613-0429-6_6","Martin H. Weik D.Sc.","1996","http://link.springer.com/chapter/10.1007/978-1-4613-0429-6_6","Chapter"
"A Systematic Review of Game Design Methods and Tools","Entertainment Computing – ICEC 2013","","","","10.1007/978-3-642-41106-9_3","Marcos Silvano Orita AlmeidaFlávio Soares Corrêa da Silva","2013","http://link.springer.com/chapter/10.1007/978-3-642-41106-9_3","Chapter"
"Multi-objective ant colony optimization for requirements selection","Empirical Software Engineering","","20","3","10.1007/s10664-013-9287-3","José del SagradoIsabel M. del ÁguilaFrancisco J. Orellana","2015","http://link.springer.com/article/10.1007/s10664-013-9287-3","Article"
"Incorporating behavioral trust theory into system development for ubiquitous applications","Personal and Ubiquitous Computing","","18","1","10.1007/s00779-012-0631-1","Holger HoffmannMatthias Söllner","2014","http://link.springer.com/article/10.1007/s00779-012-0631-1","Article"
"Tool-assisted unit-test generation and selection based on operational abstractions","Automated Software Engineering","","13","3","10.1007/s10851-006-8530-6","Tao XieDavid Notkin","2006","http://link.springer.com/article/10.1007/s10851-006-8530-6","Article"
"Open lean electricity supply communities","Energy Systems","","2","3 - 4","10.1007/s12667-011-0043-8","Alexander Tsigkas","2011","http://link.springer.com/article/10.1007/s12667-011-0043-8","Article"
"I","StarBriefs 2001","","","","10.1007/978-94-011-4351-6_9","André Heck","2001","http://link.springer.com/chapter/10.1007/978-94-011-4351-6_9","Chapter"
"Sensors","Principles of Integrated Maritime Surveillance Systems","","","","10.1007/978-1-4615-5271-0_4","A. Nejat InceErcan TopuzErdal PanayirciCevdet Işik","1998","http://link.springer.com/chapter/10.1007/978-1-4615-5271-0_4","Chapter"
"A multiple case study on risk-based testing in industry","International Journal on Software Tools for Technology Transfer","","16","5","10.1007/s10009-014-0328-z","Michael FeldererRudolf Ramler","2014","http://link.springer.com/article/10.1007/s10009-014-0328-z","Article"
"Information-Integrated Enterprises","Enterprise Integration and Modeling: The Metadatabase Approach","","","","10.1007/978-1-4615-2363-5_1","Cheng Hsu","1996","http://link.springer.com/chapter/10.1007/978-1-4615-2363-5_1","Chapter"
"Applied Number Theory in Computing/Cryptography","Number Theory for Computing","","","","10.1007/978-3-662-04773-6_3","Song Y. Yan","2002","http://link.springer.com/chapter/10.1007/978-3-662-04773-6_3","Chapter"
"A","StarBriefs 2001","","","","10.1007/978-94-011-4351-6_1","André Heck","2001","http://link.springer.com/chapter/10.1007/978-94-011-4351-6_1","Chapter"
"Measuring the Intangible Aspects of the Manufacturing Strategy – A Case Study from the Automotive Industry","Advances in Production Management Systems. New Challenges, New Approaches","","","","10.1007/978-3-642-16358-6_48","Bjørnar HenriksenLars E. Onsøyen","2010","http://link.springer.com/chapter/10.1007/978-3-642-16358-6_48","Chapter"
"Astronomical Instruments and Techniques","Literature 1984, Part 2","","","","10.1007/978-3-662-12346-1_6","S. BöhmeProf. Dr. Walter FrickeH. HefeleInge HeinrichW. HofmannD. KrahnV. R. MatasDr. Lutz D. SchmadelG. Zech","1985","http://link.springer.com/chapter/10.1007/978-3-662-12346-1_6","Chapter"
"Planning and realization of an innovative airline catering production plant: industrial case study","Production Engineering","","4","4","10.1007/s11740-010-0245-2","M. Gschirr","2010","http://link.springer.com/article/10.1007/s11740-010-0245-2","Article"
"1st International One Health Congress Abstracts","EcoHealth","","7","1","10.1007/s10393-010-0376-0","","2011","http://link.springer.com/article/10.1007/s10393-010-0376-0","Article"
"Principles and application of LIMS in mouse clinics","Mammalian Genome","","26","9 - 10","10.1007/s00335-015-9586-7","Holger MaierChristine SchüttRalph SteinkampAnja HurtElida SchneltzerPhilipp GormannsChristoph LenggerMark GriffithsDavid MelvinNeha AgrawalRafael AlcantaraArthur EvansDavid GannonSimon HolroydChristian KippNavis Pretheeba Raj","2015","http://link.springer.com/article/10.1007/s00335-015-9586-7","Article"
"A model-driven approach to enabling change capability in SMEs","The International Journal of Advanced Manufacturing Technology","","69","1 - 4","10.1007/s00170-013-4853-9","Tariq MasoodRichard WestonAysin Rahimifard","2013","http://link.springer.com/article/10.1007/s00170-013-4853-9","Article"
"Comparing Business Intelligence and Big Data Skills","Business & Information Systems Engineering","","6","5","10.1007/s12599-014-0344-2","Stefan DebortoliDr. Oliver MüllerProf. Dr. Jan vom Brocke","2014","http://link.springer.com/article/10.1007/s12599-014-0344-2","Article"
"Virtual Enterprise Modeling and Support Infrastructures: Applying Multi-agent System Approaches","Multi-Agent Systems and Applications","","","","10.1007/3-540-47745-4_16","Luis M. Camarinha-MatosHamideh Afsarmanesh","2001","http://link.springer.com/chapter/10.1007/3-540-47745-4_16","Chapter"
"Testing Software Requirements with Z and Statecharts Applied to an Embedded Control Systemt0t1","Software Quality Journal","","12","3","10.1023/B:SQJO.0000034710.86897.16","Hye Yeon KimFrederick T. Sheldon","2004","http://link.springer.com/article/10.1023/B%3ASQJO.0000034710.86897.16","Article"
"A Software Framework for Building Biomedical Machine Learning Classifiers through Grid Computing Resources","Journal of Medical Systems","","36","4","10.1007/s10916-011-9692-3","Raúl Ramos-PollánMiguel Ángel Guevara-LópezEugénio Oliveira","2012","http://link.springer.com/article/10.1007/s10916-011-9692-3","Article"
"How to create an innovation accelerator","The European Physical Journal Special Topics","","195","1","10.1140/epjst/e2011-01403-6","D. HelbingS. Balietti","2011","http://link.springer.com/article/10.1140/epjst/e2011-01403-6","Article"
"The 2003 Information Management Project Awards","Journal of Database Marketing & Customer Strategy Management","","12","1","10.1057/palgrave.dbm.3240242","Lisa Di Bernado","2004","http://link.springer.com/article/10.1057/palgrave.dbm.3240242","Article"
"Model Based Development of Hybrid Systems: Specification, Simulation, Test Case Generation","Modelling, Analysis, and Design of Hybrid Systems","","","","10.1007/3-540-45426-8_3","Klaus BenderManfred BroyIstván PéterAlexander PretschnerThomas Stauner","2002","http://link.springer.com/chapter/10.1007/3-540-45426-8_3","Chapter"
"Mapping the Information System Development Process","IT Innovation for Adaptability and Competitiveness","","","","10.1007/1-4020-8000-X_9","Richard VidgenSabine MadsenKarlheinz Kautz","2004","http://link.springer.com/chapter/10.1007/1-4020-8000-X_9","Chapter"
"P","StarBriefs 2001","","","","10.1007/978-94-011-4351-6_16","André Heck","2001","http://link.springer.com/chapter/10.1007/978-94-011-4351-6_16","Chapter"
"Detecting Conflicts and Inconsistencies in Web Application Requirements","Current Trends in Web Engineering","","","","10.1007/978-3-642-27997-3_27","Matias UrbietaMaria Jose EscalonaEsteban Robles LunaGustavo Rossi","2012","http://link.springer.com/chapter/10.1007/978-3-642-27997-3_27","Chapter"
"Agency transformation – An interview with Carlos Gaviria of the Fifth Channel","Journal of Digital Asset Management","","6","1","10.1057/dam.2009.34","Carlos A Gaviria","2010","http://link.springer.com/article/10.1057/dam.2009.34","Article"
"A hybrid multi-criteria decision-making model for personnel selection in manufacturing systems","Journal of Intelligent Manufacturing","","21","4","10.1007/s10845-008-0200-7","Metin Dağdeviren","2010","http://link.springer.com/article/10.1007/s10845-008-0200-7","Article"
"Assessing Business Agility: A Multi-Industry Study in The Netherlands","Business Agility and Information Technology Diffusion","","","","10.1007/0-387-25590-7_18","Marcel van OosterhoutEric WaartsJos van Hillegersberg","2005","http://link.springer.com/chapter/10.1007/0-387-25590-7_18","Chapter"
"The Role of Gender in Business Process Management Competence Supply","Business & Information Systems Engineering","","58","3","10.1007/s12599-016-0428-2","Elena GorbachevaDr. Armin SteinDr. Theresa SchmiedelDr. Oliver Müller","2016","http://link.springer.com/article/10.1007/s12599-016-0428-2","Article"
"On shared understanding in software engineering: an essay","Computer Science - Research and Development","","30","3 - 4","10.1007/s00450-014-0256-x","Martin GlinzSamuel A. Fricker","2015","http://link.springer.com/article/10.1007/s00450-014-0256-x","Article"
"An MPEG-7 scheme for semantic content modelling and filtering of digital video","Multimedia Systems","","11","4","10.1007/s00530-006-0012-6","Marios C. AngelidesHarry Agius","2006","http://link.springer.com/article/10.1007/s00530-006-0012-6","Article"
"Object-Relational Mapping","Enterprise Java Development on a Budget: Leveraging Java Open Source Technologies","","","","10.1007/978-1-4302-0682-8_7","Brian Sam-Bodden dual bachelor degreesChristopher Judd Bachelor’s degree","2004","http://link.springer.com/chapter/10.1007/978-1-4302-0682-8_7","Chapter"
"Keiran J. Dunne and Elena S. Dunne (eds.): Translation and localization project management: the art of the possible","Machine Translation","","27","1","10.1007/s10590-012-9127-z","Aram Morera Mesa","2013","http://link.springer.com/article/10.1007/s10590-012-9127-z","Article"
"A framework for intelligent design of manufacturing cells","Journal of Intelligent Manufacturing","","6","3","10.1007/BF00171446","Surya Raju SagiF. Frank Chen","1995","http://link.springer.com/article/10.1007/BF00171446","Article"
"Main benefits obtained from a successful JIT implementation","The International Journal of Advanced Manufacturing Technology","","86","9 - 12","10.1007/s00170-016-8399-5","Jorge L. García AlcarazAidé A. Maldonado MacíasDiana Jazmín Prieto LuevanoJulio Blanco FernándezAlfonso de Jesús Gil LópezEmilio Jiménez Macías","2016","http://link.springer.com/article/10.1007/s00170-016-8399-5","Article"
"iSIM: An integrated design method for commercializing service innovation","Information Systems Frontiers","","18","3","10.1007/s10796-015-9605-y","Eng K. Chew","2016","http://link.springer.com/article/10.1007/s10796-015-9605-y","Article"
"Recent advances on key technologies for innovative manufacturing","Journal of Intelligent Manufacturing","","22","5","10.1007/s10845-009-0328-0","Emmanuel BrousseauEldaw Eldukhri","2011","http://link.springer.com/article/10.1007/s10845-009-0328-0","Article"
"Research on initiative scheduling mode for a physical internet-based manufacturing system","The International Journal of Advanced Manufacturing Technology","","84","1 - 4","10.1007/s00170-015-7915-3","Jun-qiang WangGuo-qiang FanFei-yi YanYing-feng ZhangShu-dong Sun","2016","http://link.springer.com/article/10.1007/s00170-015-7915-3","Article"
"A multiagent supply chain planning and coordination architecture","The International Journal of Advanced Manufacturing Technology","","25","7 - 8","10.1007/s00170-003-1900-y","Richard Y.K. FungTsiushuang Chen","2005","http://link.springer.com/article/10.1007/s00170-003-1900-y","Article"
"'Go to the ant': Engineering principles from natural multi-agent systems","Annals of Operations Research","","75","0","10.1023/A:1018980001403","H. Van Dyke Parunak","1997","http://link.springer.com/article/10.1023/A%3A1018980001403","Article"
"Supervisory Control Principles for Dynamic Operations Management of Manufacturing Shop Floors","Shop Floor Control — A Systems Perspective","","","","10.1007/978-3-642-60313-6_11","Elizabeth Szelke","1998","http://link.springer.com/chapter/10.1007/978-3-642-60313-6_11","Chapter"
"Towards an integrated measurement of IS project performance: The project performance scorecard","Information Systems Frontiers","","10","3","10.1007/s10796-008-9083-6","Corlane Barclay","2008","http://link.springer.com/article/10.1007/s10796-008-9083-6","Article"
"Using grounded theory to study the experience of software development","Empirical Software Engineering","","16","4","10.1007/s10664-010-9152-6","Steve AdolphWendy HallPhilippe Kruchten","2011","http://link.springer.com/article/10.1007/s10664-010-9152-6","Article"
"Evaluating Petroleum Supply Chain Performance: Overcoming Shortcomings of Balanced Scorecard","Global Journal of Flexible Systems Management","","10","4","10.1007/BF03396568","Siddharth VarmaS. G. Deshmukh","2009","http://link.springer.com/article/10.1007/BF03396568","Article"
"What can agents do in industry, and why? An overview of industrially-oriented R&D at CEC","Cooperative Information Agents II Learning, Mobility and Electronic Commerce for Information Discovery on the Internet","","","","10.1007/BFb0053670","H. Van Dyke Parunak","1998","http://link.springer.com/chapter/10.1007/BFb0053670","Chapter"
"A distributed internet-based framework for manufacturing planning","The International Journal of Advanced Manufacturing Technology","","27","5 - 6","10.1007/s00170-004-2224-2","J. CecilS. DavidsonA. Muthaiyan","2006","http://link.springer.com/article/10.1007/s00170-004-2224-2","Article"
"Integrating Graph Rewriting and Standard Software Tools","Applications of Graph Transformations with Industrial Relevance","","","","10.1007/978-3-540-25959-6_10","Uwe AßmannJohan Lövdahl","2004","http://link.springer.com/chapter/10.1007/978-3-540-25959-6_10","Chapter"
"Planning of manufacturing networks using an intelligent probabilistic approach for mass customised products","The International Journal of Advanced Manufacturing Technology","","74","9 - 12","10.1007/s00170-014-6121-z","M. DoukasF. PsarommatisD. Mourtzis","2014","http://link.springer.com/article/10.1007/s00170-014-6121-z","Article"
"Privatization, Postprivatization, and Structural Problems","The Privatization Process in East-Central Europe","","","","10.1007/978-1-4615-6351-8_7","Luděk UrbanAlena ZemplinerováRadek LaštovičkaVladimír BenáčekJosef StíbalAleš BulířAlexis DervizMiloslav S. Vošvrda","1997","http://link.springer.com/chapter/10.1007/978-1-4615-6351-8_7","Chapter"
"Adaptive shaping of two-cycle visible pulses using a flexible mirror","Applied Physics B","","75","4 - 5","10.1007/s00340-002-1008-3","A. BaltuškaT. Kobayashi","2002","http://link.springer.com/article/10.1007/s00340-002-1008-3","Article"
"Interflow systems for manufacturing: concepts and a construction","Integrated Manufacturing Systems Engineering","","","","10.1007/978-0-387-34919-0_11","J. GoossenaertsD. Bjørner","1995","http://link.springer.com/chapter/10.1007/978-0-387-34919-0_11","Chapter"
"A neural architecture for visual information processing","International Journal of Computer Vision","","16","3","10.1007/BF01539628","Werner Von SeelenStefan BohrerJörg KopeczWolfgang M. Theimer","1995","http://link.springer.com/article/10.1007/BF01539628","Article"
"Business process management with the user requirements notation","Electronic Commerce Research","","9","4","10.1007/s10660-009-9039-z","Alireza PourshahidDaniel AmyotLiam PeytonSepideh GhanavatiPengfei ChenMichael WeissAlan J. Forster","2009","http://link.springer.com/article/10.1007/s10660-009-9039-z","Article"
"Where are the World’s Top 100 I.T. Firms and Why?","Innovation, Networks and Localities","","","","10.1007/978-3-642-58524-1_11","R. D. Norton","1999","http://link.springer.com/chapter/10.1007/978-3-642-58524-1_11","Chapter"
"Universal smoothing factor selection in density estimation: theory and practice","Test","","6","2","10.1007/BF02564701","Duc DevroyeJ. BeirlantR. CaoR. FraimanP. HallM. C. JonesGábor LugosiE. MammenJ. S. MarronC. Sánchez-SelleroJ. de UñaF. UdinaL. Devroye","1997","http://link.springer.com/article/10.1007/BF02564701","Article"
"Component prioritisation for strategic purchasing and the case study of a South Korean elevator manufacturer","The International Journal of Advanced Manufacturing Technology","","43","9 - 10","10.1007/s00170-008-1766-0","P. R. DrakeD. M. Lee","2009","http://link.springer.com/article/10.1007/s00170-008-1766-0","Article"
"An experience report on the verification of autonomic protocols in the cloud","Innovations in Systems and Software Engineering","","9","2","10.1007/s11334-013-0204-0","Gwen SalaünFabienne BoyerThierry CoupayeNoel De PalmaXavier EtcheversOlivier Gruber","2013","http://link.springer.com/article/10.1007/s11334-013-0204-0","Article"
"e-Infrastructures for e-Science: A Global View","Journal of Grid Computing","","9","2","10.1007/s10723-011-9187-y","Giuseppe AndronicoValeria ArdizzoneRoberto BarberaBruce BeckerRiccardo BrunoAntonio CalanducciDiego CarvalhoLeandro CiuffoMarco FargettaEmidio GiorgioGiuseppe La RoccaAlberto MasoniMarco PaganoniFederico RuggieriDiego Scardaci","2011","http://link.springer.com/article/10.1007/s10723-011-9187-y","Article"
"Project management: Recent developments and research opportunities","Journal of Systems Science and Systems Engineering","","21","2","10.1007/s11518-012-5190-5","Nicholas G. Hall","2012","http://link.springer.com/article/10.1007/s11518-012-5190-5","Article"
"Message choreography modeling","Software & Systems Modeling","","13","1","10.1007/s10270-012-0272-x","Alin StefanescuSebastian WieczorekMatthias Schur","2014","http://link.springer.com/article/10.1007/s10270-012-0272-x","Article"
"Solar Weather Event Modelling and Prediction","Space Science Reviews","","147","3 - 4","10.1007/s11214-009-9574-x","Mauro MesserottiFrancesca ZuccarelloSalvatore L. GuglielminoVolker BothmerJean LilenstenGiancarlo NociMarisa StoriniHenrik Lundstedt","2009","http://link.springer.com/article/10.1007/s11214-009-9574-x","Article"
"Transformation of the EFQM approach from business towards operations excellence","Production Engineering","","10","3","10.1007/s11740-016-0665-8","Andreas JaegerKurt Matyas","2016","http://link.springer.com/article/10.1007/s11740-016-0665-8","Article"
"Big data analytics in E-commerce: a systematic review and agenda for future research","Electronic Markets","","26","2","10.1007/s12525-016-0219-0","Shahriar AkterSamuel Fosso Wamba","2016","http://link.springer.com/article/10.1007/s12525-016-0219-0","Article"
"Policy-Driven Middleware for Self-adaptation of Web Services Compositions","Middleware 2006","","","","10.1007/11925071_4","Abdelkarim ErradiPiyush MaheshwariVladimir Tosic","2006","http://link.springer.com/chapter/10.1007/11925071_4","Chapter"
"Using analytic network process to analyze problems for implementing turn-key construction projects in Taiwan","Journal of Central South University of Technology","","18","2","10.1007/s11771-011-0731-5","Dan-chi Wang 王丹绮Lung-chang Wang 王隆昌","2011","http://link.springer.com/article/10.1007/s11771-011-0731-5","Article"
"Cascading flowlines and layout modules: Practical strategies for machine duplication in facility layouts","International Journal of Flexible Manufacturing Systems","","17","2","10.1007/s10696-006-8124-z","Shahrukh A. IraniHeng Huang","2005","http://link.springer.com/article/10.1007/s10696-006-8124-z","Article"
"Variations over Test Suite Reduction","Testing Software and Systems","","","","10.1007/978-3-642-41707-8_10","Dennis GüttingerVitaly KozyuraDominik KremerSebastian Wieczorek","2013","http://link.springer.com/chapter/10.1007/978-3-642-41707-8_10","Chapter"
"The Work Force and Information Technology","Competing Through Supply Chain Management","","","","10.1007/978-1-4757-4816-1_8","David Frederick Ross","1998","http://link.springer.com/chapter/10.1007/978-1-4757-4816-1_8","Chapter"
"The user and quality","Market Oriented Product Innovation","","","","10.1007/978-1-4757-5720-0_20","Knut Holt","2002","http://link.springer.com/chapter/10.1007/978-1-4757-5720-0_20","Chapter"
"A holistic control architecture infrastructure for dynamic scheduling","Artificial Intelligence in Reactive Scheduling","","","","10.1007/978-0-387-34928-2_7","R. J. RabeloL. M. Camarinha-Matos","1995","http://link.springer.com/chapter/10.1007/978-0-387-34928-2_7","Chapter"
"Evaluation of the Reference Model","Innovative Planning for Electronic Commerce and Enterprises","","","","10.1007/0-306-47580-4_4","","2000","http://link.springer.com/chapter/10.1007/0-306-47580-4_4","Chapter"
"In the news","Journal of Thermal Spray Technology","","7","3","10.1007/s11666-998-0055-7","","1998","http://link.springer.com/article/10.1007/s11666-998-0055-7","Article"
"The relationship between competencies learned in Manufacturing Engineering programs and competencies represented in the CASA/SME Enterprise Wheel Model","Computer Applications in Production and Engineering","","","","10.1007/978-0-387-35291-6_61","B. Lahidji Ph.D., CMfgTT. Tillman Ph.D., CMfgE, CEI","1997","http://link.springer.com/chapter/10.1007/978-0-387-35291-6_61","Chapter"
"The network of faults: a complex network approach to prioritize test cases for regression testing","Innovations in Systems and Software Engineering","","11","4","10.1007/s11334-015-0255-5","Imrul KayesShafinaz IslamJacob Chakareski","2015","http://link.springer.com/article/10.1007/s11334-015-0255-5","Article"
"Co-ordination Functions in a SME Network","Balanced Automation Systems II","","","","10.1007/978-0-387-35065-3_38","Flavio BonfattiPaola Daniela MonariPaolo Paganelli","1996","http://link.springer.com/chapter/10.1007/978-0-387-35065-3_38","Chapter"
"The future trend on system-wide modelling in supply chain studies","The International Journal of Advanced Manufacturing Technology","","25","7 - 8","10.1007/s00170-003-1851-3","Felix T.S. ChanH.K. Chan","2005","http://link.springer.com/article/10.1007/s00170-003-1851-3","Article"
"Rapid one-of-a-kind product development","The International Journal of Advanced Manufacturing Technology","","27","5 - 6","10.1007/s00170-004-2225-1","S.Q. XieY.L. Tu","2006","http://link.springer.com/article/10.1007/s00170-004-2225-1","Article"
"An empirical study of the state of the practice and acceptance of model-driven engineering in four industrial cases","Empirical Software Engineering","","18","1","10.1007/s10664-012-9196-x","Parastoo MohagheghiWasif GilaniAlin StefanescuMiguel A. Fernandez","2013","http://link.springer.com/article/10.1007/s10664-012-9196-x","Article"
